customer_name,customer_phone,product_name,quantity,unit_price,discount,paid_amount,sale_date
Nipu Mia,01785685313,Pran Mango Juice 1L Bottle,5,120.0,1.67,595.0,2025-10-07
Sultana Rahman,01786554926,Teer Atta 2kg Pack,5,144.0,10.0,280.0,2025-10-07
Sultana Rahman,01786554926,Teer Soyabean Oil 5L Bottle,6,945.0,10.0,2260.0,2025-10-07
Jamal Hossain,01793596808,Rupchanda Soyabean Oil 1L Bottle,1,189.0,0.0,75.6,2025-10-07
Jamal Hossain,01793596808,Farm Fresh Eggs Brown (Dozen),1,155.0,0.0,62.0,2025-10-07
Jamal Hossain,01793596808,Radhuni Chili Powder 200g Pack,5,158.0,0.0,316.0,2025-10-07
Jabbar Rahman,01711619648,Mug Dal (Green Gram) Loose,2,155.0,0.0,310.0,2025-10-07
Jabbar Rahman,01711619648,Teer Soyabean Oil 5L Bottle,2,945.0,0.0,1890.0,2025-10-07
Jabbar Rahman,01711619648,Rui Fish Frozen,3,385.0,0.0,1155.0,2025-10-07
Rafiq Ali,01799688158,Suji Loose,4,105.0,0.0,420.0,2025-10-08
Jabbar Uddin,01768383397,Country Eggs (Dozen),5,170.0,0.0,595.0,2025-10-08
Jabbar Uddin,01768383397,Pran Masala Powder 200g Pack,3,168.0,0.0,504.0,2025-10-08
Jabbar Uddin,01768383397,Pran Chanachur 200g Pack,4,45.0,0.0,180.0,2025-10-08
Sultana Sarkar,01786658248,Radhuni Ghee 200g Jar,4,335.0,20.0,528.0,2025-10-08
Jannat Sarkar,01784870614,Indomie Noodles 5-Pack,1,102.0,0.0,102.0,2025-10-08
Jannat Sarkar,01784870614,Kazi Farms Eggs (Dozen),2,148.0,0.0,296.0,2025-10-08
Fatema Hossain,01757271259,Teer Soyabean Oil 5L Bottle,2,945.0,0.0,1890.0,2025-10-08
Sultana Chowdhury,01710082263,Mug Dal (Green Gram) Loose,2,155.0,0.0,310.0,2025-10-08
Jabbar Sarkar,01741413978,Radhuni Chaat Masala 50g Pack,2,65.0,2.5,125.0,2025-10-08
Jabbar Sarkar,01741413978,Fenugreek (Methi) 50g Pack,5,48.0,2.5,235.0,2025-10-08
Nasrin Ahmed,01792087367,Lays Chips 50g Pack,4,25.0,5.0,95.0,2025-10-08
Mushfiq Hossain,01731008303,Coriander Leaves Loose,6,45.0,5.0,265.0,2025-10-08
Rahim Sheikh,01798474353,Tapal Tea 190g Pack,5,118.0,0.0,590.0,2025-10-08
Rahim Sheikh,01798474353,Cucumber Loose,5,48.0,0.0,240.0,2025-10-08
Mushfiq Hossain,01731008303,ACI Bombay Sweets 400g Pack,5,95.0,0.0,332.5,2025-10-08
Mushfiq Hossain,01731008303,Lexus Biscuit 200g Pack,3,42.0,0.0,88.2,2025-10-08
Mushfiq Hossain,01731008303,Katla Fish Frozen,5,360.0,0.0,1260.0,2025-10-08
Neela Das,01772617248,Indomie Noodles 5-Pack,3,102.0,0.0,306.0,2025-10-08
Nipu Uddin,01769683068,CP Eggs (Dozen),1,145.0,0.0,145.0,2025-10-08
Shamima Khan,01775302980,Carrot Loose,2,62.0,0.0,124.0,2025-10-08
Shamima Khan,01775302980,Black Pepper Whole 50g Pack,3,128.0,0.0,384.0,2025-10-08
Shamima Khan,01775302980,Ilish (Hilsa) Dried,6,1950.0,0.0,11700.0,2025-10-08
Nafisa Siddique,01728624916,Arla Butter 200g Pack,4,285.0,0.0,1140.0,2025-10-08
Abdul Chowdhury,01764263925,Duck Eggs (Dozen),4,180.0,5.0,715.0,2025-10-08
Rahim Sarkar,01776683789,Radhuni Meat Curry Masala 100g Pack,6,88.0,10.0,355.6,2025-10-08
Rahim Sarkar,01776683789,Cabbage Loose,1,40.0,10.0,14.0,2025-10-08
Tamim Begum,01720483208,Fresh Atta 1kg Pack,5,70.0,5.0,345.0,2025-10-08
Mannan Karim,01789670176,Chola Dal (Chickpeas) Loose,3,128.0,20.0,364.0,2025-10-08
Nasrin Ahmed,01792087367,Sundarbans Honey 500g Bottle,2,580.0,20.0,1140.0,2025-10-08
Farzana Islam,01790359038,Cocola Noodles 8-Pack,2,82.0,0.0,164.0,2025-10-08
Farzana Islam,01790359038,Green Tea 25 Bags Pack,2,125.0,0.0,250.0,2025-10-08
Nipu Uddin,01769683068,Dano Milk Powder 350g Pack,1,348.0,6.67,328.0,2025-10-08
Nipu Uddin,01769683068,Pumpkin (Misti Kumra) Loose,4,42.0,6.67,148.0,2025-10-08
Nipu Uddin,01769683068,Pran Tomato Ketchup 340g Bottle,4,125.0,6.67,480.0,2025-10-08
Sultana Khan,01757890162,Date Sugar 250g Pack,5,138.0,0.0,690.0,2025-10-08
Sultana Khan,01757890162,7UP 250ml Bottle,2,25.0,0.0,50.0,2025-10-08
Sultana Khan,01757890162,Pran Masala Powder 100g Pack,5,85.0,0.0,425.0,2025-10-08
Neela Islam,01735021466,Rupchanda Soyabean Oil 1L Bottle,6,189.0,0.0,1134.0,2025-10-08
Karim Begum,01762527815,Teer Soyabean Oil 2L Bottle,5,378.0,0.0,1890.0,2025-10-08
Amina Das,01736315966,CP Eggs (Dozen),6,145.0,0.0,870.0,2025-10-08
Amina Das,01736315966,Pran Ghee 500g Jar,6,850.0,0.0,5100.0,2025-10-08
Amina Das,01736315966,Radhuni Salt 1kg Pack,6,35.0,0.0,210.0,2025-10-08
Rahim Sarkar,01776683789,ACI Pure Paneer 200g Pack,6,165.0,0.0,990.0,2025-10-08
Neela Hossain,01792158192,Katari Bhog Rice Loose,4,170.0,0.0,680.0,2025-10-08
Neela Hossain,01792158192,Fennel Seeds (Mouri) 100g Pack,6,90.0,0.0,540.0,2025-10-08
Neela Hossain,01792158192,Mustard Seeds 100g Pack,6,75.0,0.0,450.0,2025-10-08
Nasrin Begum,01731545867,Teer Dal (Lentils) Loose,6,135.0,0.0,810.0,2025-10-08
Jabbar Rahman,01711619648,ACI Bombay Sweets 200g Pack,4,48.0,6.67,120.4,2025-10-08
Jabbar Rahman,01711619648,Lays Chips 50g Pack,1,25.0,6.67,3.5,2025-10-08
Jabbar Rahman,01711619648,Suji Loose,3,105.0,6.67,206.5,2025-10-08
Jabbar Uddin,01768383397,Meizan Soyabean Oil 1L Bottle,3,188.0,3.33,387.8,2025-10-08
Jabbar Uddin,01768383397,Mojo 250ml Bottle,5,25.0,3.33,80.5,2025-10-08
Jabbar Uddin,01768383397,Cinnamon (Daruchini) 50g Pack,2,98.0,3.33,130.2,2025-10-08
Rashed Uddin,01741514213,Mojo 250ml Bottle,1,25.0,0.0,17.5,2025-10-08
Neela Das,01772617248,Maida (Refined Flour) Loose,2,68.0,0.0,95.2,2025-10-08
Neela Das,01772617248,Teer Dal (Lentils) Loose,3,135.0,0.0,283.5,2025-10-08
Neela Das,01772617248,Teer Soyabean Oil 2L Bottle,6,378.0,0.0,1587.6,2025-10-08
Karim Begum,01762527815,Radhuni Garam Masala 50g Pack,1,90.0,20.0,70.0,2025-10-08
Mushfiq Akter,01758816061,Green Tea 25 Bags Pack,3,125.0,10.0,365.0,2025-10-08
Tamim Islam,01741393866,Pran Tamarind Chutney 200g Bottle,2,190.0,0.0,380.0,2025-10-08
Tamim Islam,01741393866,Pran Tomato Ketchup 340g Bottle,6,125.0,0.0,750.0,2025-10-08
Tamim Islam,01741393866,Katari Bhog Rice Loose,3,170.0,0.0,510.0,2025-10-08
Halim Ali,01756524028,Radhuni Biryani Masala 100g Pack,4,92.0,20.0,348.0,2025-10-08
Sumaiya Akter,01738514760,Tapal Tea 190g Pack,2,118.0,0.0,236.0,2025-10-08
Tamim Begum,01720483208,Mustard Seeds 100g Pack,2,75.0,10.0,140.0,2025-10-08
Rahim Sarkar,01776683789,Miniket Rice 5kg Pack,2,390.0,0.0,780.0,2025-10-08
Rahim Sarkar,01776683789,Radhuni Chili Sauce 340g Bottle,6,115.0,0.0,690.0,2025-10-08
Rahim Sarkar,01776683789,Pran Sugar 1kg Pack,4,88.0,0.0,352.0,2025-10-08
Rashed Uddin,01741514213,ACI Pure Paneer 200g Pack,4,165.0,5.0,655.0,2025-10-08
Neela Hossain,01792158192,Radhuni Chili Sauce 340g Bottle,6,115.0,10.0,680.0,2025-10-08
Mushfiq Hossain,01731008303,Radhuni Cumin Powder 100g Pack,3,95.0,10.0,192.5,2025-10-08
Rozina Sheikh,01759149581,Bashmati Rice 2kg Pack,2,395.0,6.67,770.0,2025-10-09
Rozina Sheikh,01759149581,Radhuni Salt 1kg Pack,6,35.0,6.67,190.0,2025-10-09
Rozina Sheikh,01759149581,Molasses (Gur) 500g,2,55.0,6.67,90.0,2025-10-09
Neela Das,01772617248,Spinach (Pui Shak) Loose,1,38.0,0.0,38.0,2025-10-09
Shakib Ahmed,01764598478,Pran Milk Powder 500g Pack,5,475.0,1.67,2370.0,2025-10-09
Shakib Ahmed,01764598478,Shutki (Dried Fish),5,310.0,1.67,1545.0,2025-10-09
Shakib Ahmed,01764598478,Garlic Loose,2,180.0,1.67,355.0,2025-10-09
Karim Akter,01791709120,Radhuni Chili Sauce 340g Bottle,6,115.0,0.0,483.0,2025-10-09
Sultana Chowdhury,01710082263,ACI Pure Atta 5kg Pack,5,350.0,0.0,1225.0,2025-10-09
Rashed Ali,01763278908,Lexus Biscuit 200g Pack,3,42.0,0.0,126.0,2025-10-09
Rashed Ali,01763278908,Hilsa Fish Frozen,4,1250.0,0.0,5000.0,2025-10-09
Rashed Ali,01763278908,Radhuni Mustard Oil 500ml Bottle,2,98.0,0.0,196.0,2025-10-09
Shakib Ahmed,01764598478,Besan (Gram Flour) Loose,3,120.0,0.0,144.0,2025-10-09
Shakib Ahmed,01764598478,Maggi Noodles 4-Pack,4,95.0,0.0,152.0,2025-10-09
Sultana Rahman,01786554926,Milk Vita 500ml Pack,1,56.0,10.0,46.0,2025-10-09
Shakib Ahmed,01764598478,BR-28 Rice Loose,1,65.0,20.0,31.5,2025-10-09
Rozina Sheikh,01759149581,Fresh Vermicelli 200g Pack,3,52.0,0.0,109.2,2025-10-09
Tasnia Hossain,01779574454,Radish (Mula) Loose,1,35.0,0.0,24.5,2025-10-09
Tasnia Hossain,01779574454,Nazirshail Rice 5kg Pack,5,460.0,0.0,1610.0,2025-10-09
Tasnia Hossain,01779574454,Rui Fish Frozen,2,385.0,0.0,539.0,2025-10-09
Asma Das,01777110455,Pran Milk 1L Pack,3,108.0,0.0,324.0,2025-10-09
Asma Das,01777110455,Garlic Loose,6,180.0,0.0,1080.0,2025-10-09
Sumaiya Akter,01738514760,Brown Sugar 500g Pack,2,75.0,0.0,150.0,2025-10-09
Rahim Das,01797849777,Black Pepper Whole 50g Pack,1,128.0,20.0,108.0,2025-10-09
Nipu Khan,01757863223,Motor Dal (Peas) Loose,2,118.0,2.5,231.0,2025-10-09
Nipu Khan,01757863223,Olympic Biscuit 300g Pack,3,62.0,2.5,181.0,2025-10-09
Abdul Chowdhury,01764263925,Ladies Finger (Dherosh) Loose,5,72.0,0.0,144.0,2025-10-09
Abdul Chowdhury,01764263925,Fresh Soyabean Oil 5L Bottle,6,925.0,0.0,2220.0,2025-10-09
Abdul Chowdhury,01764263925,Suji (Semolina) 500g Pack,6,55.0,0.0,132.0,2025-10-09
Jabbar Chowdhury,01746557544,Pran Mango Juice 1L Bottle,4,120.0,0.0,480.0,2025-10-09
Karim Begum,01762527815,ACI Bombay Sweets 200g Pack,6,48.0,0.0,115.2,2025-10-09
Karim Begum,01762527815,Radhuni Meat Curry Masala 100g Pack,3,88.0,0.0,105.6,2025-10-09
Jabbar Rahman,01711619648,Bottle Gourd (Lau) Loose,2,48.0,0.0,96.0,2025-10-09
Tamim Begum,01720483208,Nazirshail Rice 5kg Pack,5,460.0,0.0,2300.0,2025-10-09
Jabbar Sarkar,01741413978,Green Tea 25 Bags Pack,1,125.0,0.0,87.5,2025-10-09
Jabbar Sarkar,01741413978,Fresh Atta 5kg Pack,2,340.0,0.0,476.0,2025-10-09
Jabbar Sarkar,01741413978,Coca Cola 250ml Bottle,4,25.0,0.0,70.0,2025-10-09
Jabbar Rahman,01711619648,Chinigura Rice 1kg Pack,6,165.0,20.0,970.0,2025-10-09
Neela Das,01772617248,Green Tea 25 Bags Pack,3,125.0,0.0,375.0,2025-10-09
Neela Das,01772617248,Farm Fresh Eggs White (Dozen),3,141.0,0.0,423.0,2025-10-09
Neela Islam,01735021466,Brown Sugar 500g Pack,5,75.0,3.33,365.0,2025-10-09
Neela Islam,01735021466,Duck Eggs (Dozen),3,180.0,3.33,530.0,2025-10-09
Neela Islam,01735021466,Coriander Seeds 100g Pack,3,65.0,3.33,185.0,2025-10-09
Amina Sheikh,01742836459,Paijam Rice Loose,1,63.0,0.0,44.1,2025-10-09
Rafiq Ali,01799688158,Atap Rice (Brown) Loose,4,88.0,5.0,347.0,2025-10-09
Rashed Begum,01791208886,Tiger Energy Drink 250ml,6,75.0,0.0,315.0,2025-10-09
Rashed Begum,01791208886,Country Eggs (Dozen),2,170.0,0.0,238.0,2025-10-09
Tamim Begum,01720483208,Pran Mango Juice 250ml Bottle,5,35.0,5.0,170.0,2025-10-09
Mannan Mia,01795672874,ACI Pure Dal Loose,5,155.0,0.0,775.0,2025-10-09
Mannan Mia,01795672874,Dano Milk Powder 350g Pack,3,348.0,0.0,1044.0,2025-10-09
Mannan Mia,01795672874,Ginger Loose,3,220.0,0.0,660.0,2025-10-09
Rashed Ali,01763278908,Tiger Energy Drink 250ml,4,75.0,0.0,210.0,2025-10-09
Jannat Sarkar,01784870614,Maida (Refined Flour) Loose,5,68.0,5.0,335.0,2025-10-09
Rahima Sheikh,01782518935,ACI Salt 1kg Pack,3,36.0,0.0,108.0,2025-10-09
Rahima Sheikh,01782518935,Radhuni Fish Curry Masala 100g Pack,6,88.0,0.0,528.0,2025-10-09
Rahim Sheikh,01798474353,ACI Vermicelli 500g Pack,1,135.0,1.67,130.0,2025-10-09
Rahim Sheikh,01798474353,Radhuni Garam Masala 50g Pack,1,90.0,1.67,85.0,2025-10-09
Rahim Sheikh,01798474353,Mug Dal (Green Gram) Loose,3,155.0,1.67,460.0,2025-10-09
Karim Akter,01791709120,Mojo 250ml Bottle,3,25.0,0.0,75.0,2025-10-09
Nasrin Ahmed,01792087367,Radhuni Mustard Oil 1L Bottle,1,195.0,10.0,185.0,2025-10-09
Nipu Hossain,01744772550,Potato Chips 100g Pack,2,42.0,0.0,84.0,2025-10-09
Tasnia Uddin,01721472996,Danish Butter Cookies 250g,6,205.0,0.0,1230.0,2025-10-09
Jabbar Sarkar,01741413978,Coca Cola 2L Bottle,3,155.0,0.0,465.0,2025-10-09
Jabbar Sarkar,01741413978,Farm Fresh Eggs White (Dozen),6,141.0,0.0,846.0,2025-10-09
Sultana Khan,01757890162,Bottle Gourd (Lau) Loose,3,48.0,0.0,144.0,2025-10-09
Sultana Rahman,01786554926,Shutki (Dried Fish),4,310.0,0.0,496.0,2025-10-09
Sultana Rahman,01786554926,Nazirshail Rice Loose,2,92.0,0.0,73.6,2025-10-09
Rafiq Ali,01799688158,Pizza Base 3pcs Pack,1,108.0,0.0,108.0,2025-10-09
Rafiq Ali,01799688158,Kazi Farms Eggs (Dozen),3,148.0,0.0,444.0,2025-10-09
Rafiq Ali,01799688158,Cinnamon (Daruchini) 50g Pack,6,98.0,0.0,588.0,2025-10-09
Karim Begum,01762527815,Rupchanda Soyabean Oil 1L Bottle,4,189.0,0.0,756.0,2025-10-09
Tamim Begum,01720483208,Teer Soyabean Oil 1L Bottle,5,189.0,10.0,925.0,2025-10-09
Tamim Begum,01720483208,Pran Orange Juice 250ml Bottle,1,35.0,10.0,15.0,2025-10-09
Shamima Hossain,01751962015,ACI Bombay Sweets 400g Pack,6,95.0,0.0,570.0,2025-10-09
Asma Das,01777110455,Fresh Bread 400g Loaf,4,48.0,20.0,172.0,2025-10-09
Nipu Khan,01757863223,Carrot Loose,6,62.0,5.0,367.0,2025-10-09
Neela Das,01772617248,Arla Butter 200g Pack,2,285.0,20.0,385.0,2025-10-09
Neela Hossain,01792158192,Potato Chips 100g Pack,4,42.0,0.0,168.0,2025-10-09
Nipu Hossain,01744772550,ACI Bombay Sweets 200g Pack,6,48.0,0.0,288.0,2025-10-09
Abdul Chowdhury,01764263925,Pran Yogurt 80g Cup,6,18.0,0.0,108.0,2025-10-09
Sultana Sarkar,01786658248,Radhuni Salt 1kg Pack,6,35.0,10.0,190.0,2025-10-09
Sultana Sarkar,01786658248,ACI Pure Atta 5kg Pack,5,350.0,10.0,1730.0,2025-10-09
Sultana Sarkar,01786658248,Pran Noodles 350g Pack,1,42.0,0.0,29.4,2025-10-09
Rashed Ali,01763278908,ACI Bombay Sweets 400g Pack,3,95.0,0.0,285.0,2025-10-09
Rashed Ali,01763278908,Suji Loose,3,105.0,0.0,315.0,2025-10-09
Rashed Ali,01763278908,Suji (Semolina) 500g Pack,1,55.0,0.0,55.0,2025-10-09
Nipu Mia,01785685313,Chinigura Rice Loose,6,165.0,0.0,990.0,2025-10-09
Nipu Mia,01785685313,ACI Pure Honey 250g Bottle,5,285.0,0.0,1425.0,2025-10-09
Sabbir Ahmed,01783569459,Fresh Sugar 1kg Pack,2,87.0,0.0,174.0,2025-10-09
Sabbir Ahmed,01783569459,Rui Fish Frozen,4,385.0,0.0,1540.0,2025-10-09
Karim Begum,01762527815,Tiger Energy Drink 250ml,5,75.0,0.0,375.0,2025-10-09
Karim Begum,01762527815,Sugar Loose,1,86.0,0.0,86.0,2025-10-09
Tasnia Uddin,01721472996,Katari Bhog Rice Loose,3,170.0,0.0,357.0,2025-10-09
Tasnia Uddin,01721472996,ACI Pure Dal Loose,6,155.0,0.0,651.0,2025-10-09
Sumaiya Hossain,01794969013,Radhuni Garam Masala 50g Pack,1,90.0,0.0,90.0,2025-10-09
Sultana Khan,01757890162,Clove (Lobongo) 25g Pack,1,118.0,5.0,113.0,2025-10-10
Karim Begum,01762527815,Fresh Ghee 1kg Jar,2,1700.0,0.0,3400.0,2025-10-10
Rahima Roy,01711470400,Pran Orange Juice 250ml Bottle,4,35.0,20.0,120.0,2025-10-10
Rahima Sheikh,01782518935,Fresh Drinking Water 1L,2,20.0,0.0,28.0,2025-10-10
Jamal Hossain,01793596808,Desi Chicken (Country),2,520.0,10.0,721.0,2025-10-10
Jabbar Uddin,01768383397,Radhuni Salt 1kg Pack,3,35.0,0.0,105.0,2025-10-10
Jabbar Uddin,01768383397,BD Salt 1kg Pack,2,35.0,0.0,70.0,2025-10-10
Rahima Roy,01711470400,Farm Fresh Eggs White (Dozen),4,141.0,5.0,554.0,2025-10-10
Rahima Roy,01711470400,Chola Dal (Chickpeas) Loose,3,128.0,5.0,374.0,2025-10-10
Halim Ali,01756524028,Pran Noodles 350g Pack,4,42.0,10.0,110.6,2025-10-10
Farzana Islam,01790359038,Tomato Loose,2,85.0,0.0,170.0,2025-10-10
Sabbir Ahmed,01783569459,Tiger Biscuit 300g Pack,3,58.0,5.0,67.6,2025-10-10
Sumaiya Akter,01738514760,Teer Atta 1kg Pack,5,72.0,0.0,360.0,2025-10-10
Sumaiya Akter,01738514760,Cardamom (Elachi) 20g Pack,3,215.0,0.0,645.0,2025-10-10
Mannan Ahmed,01717087735,Farm Fresh Eggs Brown (Dozen),6,155.0,3.33,920.0,2025-10-10
Mannan Ahmed,01717087735,Coca Cola 250ml Bottle,6,25.0,3.33,140.0,2025-10-10
Mannan Ahmed,01717087735,Sandwich Bread 350g Loaf,3,52.0,3.33,146.0,2025-10-10
Sultana Rahman,01786554926,Sprite 250ml Bottle,1,25.0,0.0,25.0,2025-10-10
Sultana Rahman,01786554926,Teer Mustard Oil Loose,2,200.0,0.0,400.0,2025-10-10
Sultana Rahman,01786554926,Garlic Loose,1,180.0,0.0,180.0,2025-10-10
Jabbar Das,01748196696,Fennel Seeds (Mouri) 100g Pack,1,90.0,5.0,34.0,2025-10-10
Rashed Begum,01791208886,Cinnamon (Daruchini) 50g Pack,3,98.0,0.0,294.0,2025-10-10
Sumaiya Akter,01738514760,Maggi Noodles 4-Pack,6,95.0,0.0,570.0,2025-10-10
Nipu Hossain,01744772550,Mustard Seeds 100g Pack,4,75.0,0.0,300.0,2025-10-10
Nipu Hossain,01744772550,Pran Chanachur 400g Pack,6,88.0,0.0,528.0,2025-10-10
Rashed Uddin,01741514213,Pumpkin (Misti Kumra) Loose,4,42.0,0.0,168.0,2025-10-10
Sumaiya Hossain,01794969013,Cumin Seeds (Jeera) 100g Pack,1,102.0,5.0,36.8,2025-10-10
Sumaiya Hossain,01794969013,Sundarbans Honey 500g Bottle,3,580.0,5.0,692.0,2025-10-10
Shakib Ahmed,01764598478,Cocola Noodles 8-Pack,2,82.0,0.0,114.8,2025-10-10
Karim Akter,01791709120,Fresh Toast Biscuit 300g Pack,2,65.0,5.0,120.0,2025-10-10
Karim Akter,01791709120,Teer Soyabean Oil 1L Bottle,6,189.0,5.0,1124.0,2025-10-10
Sumaiya Hossain,01794969013,Sattu Powder 500g Pack,1,75.0,10.0,22.0,2025-10-10
Sumaiya Hossain,01794969013,ACI Salt 1kg Pack,1,36.0,10.0,6.4,2025-10-10
Sultana Khan,01757890162,Cardamom (Elachi) 20g Pack,1,215.0,0.0,150.5,2025-10-10
Sultana Khan,01757890162,Cabbage Loose,2,40.0,0.0,56.0,2025-10-10
Sultana Khan,01757890162,Radhuni Chili Powder 100g Pack,1,80.0,0.0,56.0,2025-10-10
Neela Islam,01735021466,Pizza Base 3pcs Pack,5,108.0,5.0,535.0,2025-10-10
Neela Das,01772617248,Coriander Leaves Loose,3,45.0,10.0,125.0,2025-10-10
Nipu Khan,01757863223,Radhuni Cumin Powder 100g Pack,3,95.0,0.0,285.0,2025-10-10
Nipu Khan,01757863223,Radhuni Ghee 200g Jar,2,335.0,0.0,670.0,2025-10-10
Nipu Mia,01785685313,Pran Milk 1L Pack,6,108.0,6.67,628.0,2025-10-10
Nipu Mia,01785685313,Mutton (Goat),4,1100.0,6.67,4380.0,2025-10-10
Nipu Mia,01785685313,Local Beef,4,750.0,6.67,2980.0,2025-10-10
Shamima Hossain,01751962015,Radhuni Turmeric Powder 200g Pack,3,148.0,0.0,177.6,2025-10-10
Shamima Hossain,01751962015,Pran Mango Juice 250ml Bottle,3,35.0,0.0,42.0,2025-10-10
Shamima Hossain,01751962015,BD Salt 1kg Pack,3,35.0,0.0,42.0,2025-10-10
Rafiq Ali,01799688158,Teer Mustard Oil Loose,4,200.0,20.0,546.0,2025-10-10
Karim Karim,01739230583,Milk Vita 1L Pack,4,112.0,0.0,448.0,2025-10-10
Karim Karim,01739230583,Radhuni Fish Curry Masala 100g Pack,5,88.0,0.0,440.0,2025-10-10
Tasnia Hossain,01779574454,Sprite 1L Bottle,3,85.0,5.0,250.0,2025-10-10
Nipu Khan,01757863223,Cornflour 200g Pack,1,48.0,0.0,48.0,2025-10-10
Nipu Khan,01757863223,Cardamom (Elachi) 20g Pack,2,215.0,0.0,430.0,2025-10-10
Nipu Khan,01757863223,Bashmati Rice 2kg Pack,5,395.0,0.0,1975.0,2025-10-10
Rashed Das,01729318518,Rupchanda Soyabean Oil 1L Bottle,3,189.0,1.67,393.4,2025-10-10
Rashed Das,01729318518,Cardamom (Elachi) 20g Pack,1,215.0,1.67,147.0,2025-10-10
Rashed Das,01729318518,Radhuni Fish Curry Masala 100g Pack,4,88.0,1.67,242.9,2025-10-10
Sumaiya Hossain,01794969013,Pusti Soyabean Oil 1L Bottle,4,187.0,0.0,523.6,2025-10-10
Sumaiya Hossain,01794969013,Radhuni Mustard Oil 1L Bottle,2,195.0,0.0,156.0,2025-10-10
Jannat Sarkar,01784870614,Pran Milk Powder 500g Pack,3,475.0,5.0,1420.0,2025-10-10
Jabbar Uddin,01768383397,Duck Eggs (Dozen),4,180.0,20.0,700.0,2025-10-10
Sultana Sarkar,01786658248,Sundarbans Honey 500g Bottle,2,580.0,20.0,1140.0,2025-10-10
Rahim Das,01797849777,Green Beans Loose,3,78.0,0.0,234.0,2025-10-10
Rahima Roy,01711470400,Meizan Soyabean Oil 1L Bottle,6,188.0,0.0,1128.0,2025-10-10
Tamim Begum,01720483208,Maggi Noodles 4-Pack,3,95.0,1.67,280.0,2025-10-10
Tamim Begum,01720483208,Fresh Soyabean Oil 1L Bottle,2,185.0,1.67,365.0,2025-10-10
Tamim Begum,01720483208,Fresh Atta 1kg Pack,3,70.0,1.67,205.0,2025-10-10
Sumaiya Akter,01738514760,Katla Fish Frozen,3,360.0,10.0,1060.0,2025-10-10
Sumaiya Akter,01738514760,Ispahani Tea 200g Pack,5,122.0,10.0,590.0,2025-10-10
Tasnia Uddin,01721472996,Chinigura Rice Loose,1,165.0,0.0,165.0,2025-10-10
Tamim Begum,01720483208,Rupchanda Soyabean Oil 5L Bottle,3,945.0,0.0,2835.0,2025-10-10
Tamim Begum,01720483208,Pran Mixed Pickles 400g Jar,6,165.0,0.0,990.0,2025-10-10
Jabbar Uddin,01768383397,Pran Yogurt 80g Cup,4,18.0,0.0,72.0,2025-10-10
Shakib Ahmed,01764598478,Cucumber Loose,1,48.0,20.0,28.0,2025-10-10
Asma Das,01777110455,ACI Pure Paneer 200g Pack,6,165.0,0.0,693.0,2025-10-10
Asma Das,01777110455,Radhuni Coriander Powder 100g Pack,2,65.0,0.0,91.0,2025-10-10
Asma Das,01777110455,Atap Rice (Brown) Loose,6,88.0,0.0,369.6,2025-10-10
Sultana Rahman,01786554926,Broiler Chicken Frozen,1,310.0,0.0,310.0,2025-10-10
Sultana Rahman,01786554926,Fresh Atta 1kg Pack,1,70.0,0.0,70.0,2025-10-10
Jannat Sarkar,01784870614,Radhuni Turmeric Powder 100g Pack,2,75.0,0.0,150.0,2025-10-10
Rashed Uddin,01741514213,Bashmati Rice Loose,2,195.0,20.0,370.0,2025-10-10
Jannat Sarkar,01784870614,Farm Fresh Eggs White (Dozen),3,141.0,0.0,169.2,2025-10-10
Jannat Sarkar,01784870614,Shutki (Dried Fish),5,310.0,0.0,620.0,2025-10-10
Jannat Sarkar,01784870614,Sandwich Bread 350g Loaf,4,52.0,0.0,83.2,2025-10-10
Jabbar Chowdhury,01746557544,Teer Atta 1kg Pack,2,72.0,0.0,100.8,2025-10-10
Jabbar Chowdhury,01746557544,Eggplant (Begun) Loose,3,55.0,0.0,115.5,2025-10-10
Farzana Islam,01790359038,Sattu Powder 500g Pack,1,75.0,0.0,52.5,2025-10-10
Farzana Islam,01790359038,ACI Soy Sauce 250ml Bottle,3,85.0,0.0,178.5,2025-10-10
Nipu Mia,01785685313,Nazirshail Rice Loose,6,92.0,10.0,542.0,2025-10-10
Sumaiya Akter,01738514760,Teer Soyabean Oil 5L Bottle,4,945.0,10.0,3760.0,2025-10-10
Sumaiya Akter,01738514760,Icing Sugar 200g Pack,3,58.0,10.0,154.0,2025-10-10
Rafiq Ali,01799688158,ACI Pure Paneer 200g Pack,6,165.0,5.0,394.0,2025-10-10
Mushfiq Akter,01758816061,Radhuni Garam Masala 50g Pack,5,90.0,0.0,315.0,2025-10-10
Mushfiq Akter,01758816061,Cucumber Loose,4,48.0,0.0,134.4,2025-10-10
Mushfiq Akter,01758816061,Radhuni Mustard Oil 500ml Bottle,6,98.0,20.0,568.0,2025-10-10
Nipu Uddin,01769683068,Suji (Semolina) 500g Pack,4,55.0,0.0,220.0,2025-10-10
Nipu Khan,01757863223,Ilish (Hilsa) Dried,5,1950.0,0.0,9750.0,2025-10-11
Farzana Islam,01790359038,Coca Cola 2L Bottle,5,155.0,0.0,542.5,2025-10-11
Nipu Khan,01757863223,Cocola Noodles 8-Pack,5,82.0,0.0,164.0,2025-10-11
Rashed Das,01729318518,Chinigura Rice Loose,6,165.0,0.0,693.0,2025-10-11
Mannan Mia,01795672874,7UP 250ml Bottle,6,25.0,3.33,98.0,2025-10-11
